질병명,상세 정보
위팔뼈 골절,상완골은 어깨와 팔꿈치를 연결하는 긴 뼈입니다. 모든 연령대에서 발생할 수 있지만 60세 이후부터 더 흔하게 발생합니다.
위팔뼈 골절,골절 시 사지에 변형이 생기고 멍이 들면서 심한 통증이 있을 수 있습니다.
위팔뼈 골절,증상을 보고 의심할 수 있지만 X선 검사를 통해 확진합니다.
위팔뼈 골절,"항상 진통제, 항염증제 처방과 고정 처치가 필요합니다. 뼈가 피부 밖으로 돌출된 경우(개방성 골절)에는 항생제를 추가합니다. 외과적 수술 결정은 골절의 부위, 형태 및 예후에 따라 외상외과에서 평가합니다."
유기염소계 살충제 중독,"유기염소 살충제는 염소처리된 유기 분자로, 용매로 사용되는 화합물과 화학적으로 매우 유사합니다. 중추신경계 자극제입니다."
유기염소계 살충제 중독,일반적으로 대부분의 중독은 우발적으로 또는 자살 목적으로 소화관을 통해 섭취하거나 피부를 통해 흡수해서 발생합니다.
유기염소계 살충제 중독,"주요 증상은 경련입니다. 살충제에 따라 초기 증상은 떨림, 두통, 시각 장애, 현기증, 발한, 권태, 욕지기, 구토, 간부전 및 신부전, 중증 부정맥 등이 나타날 수 있으며, 주요 사망 원인은 심부전으로 인한 호흡부전입니다. 증상은 몇 분에서 몇 시간 내에 나타나 수 시간 또는 수일간 지속됩니다."
유기염소계 살충제 중독,"진단은 자세한 임상 병력 확인, 신체 검사, 일반 검사실검사, 흉부 X선, 심전도 및 뇌전도검사를 기반으로 이루어집니다."
유기염소계 살충제 중독,치료는 지지 요법 및 대증요법으로 이루어지며 해독제는 없습니다. 중증 중독은 중환자실 입원이 필요합니다.
유당불내증,유당은 우유와 유제품에 포함되어 있는 당분입니다. 락타아제는 우리 몸에서 유당을 소화하는 효소의 이름입니다. 이 효소가 부족하면 유당불내증으로 알려진 일련의 증상이 나타납니다.
유당불내증,"락타아제 결핍은 선천적이거나 후천적(위장염, 장 질환 등)일 수 있습니다."
유당불내증,"가장 흔한 증상은 위 불편감으로, 우유 또는 유제품을 섭취한 직후에 나타납니다. 이 불편감은 때때로 갑작스러운 경련, 통증으로 묘사될 정도로 심할 수 있습니다. 복부 팽만감, 가스 및 설사가 동반될 수 있습니다."
유당불내증,"진단은 병력 확인과 신체 검진을 통해 이루어집니다. 혈액 검사, 호흡 검사 또는 대변 검사를 통해 확진합니다."
유당불내증,유당 섭취를 멈추고 원인을 치료하는 방식으로 치료할 수 있습니다.유당을 완전히 섭취하지 않는 것이 불가능한 사람은 산업적으로 생산된 락타아제(분해 효소) 보충제를 투여할 수 있습니다. 체내 칼슘의 대부분은 우유와 유제품에서 비롯되기 때문에 식단에 칼슘을 보충해야 할 수도 있습니다.
유돌염,유돌염은 귀 뒤에 있는 머리뼈 중 하나인 유양돌기 뼈에 염증 또는 감염이 생긴 것입니다.
유돌염,중이 감염의 결과로 발생합니다.
유돌염,"가장 흔한 증상은 귀 뒤의 통증, 발적 또는 부종, 귀통증, 유양돌기 뼈의 부종으로 인한 귓바퀴(귀) 전방의 변위, 발열, 과민성 또는 신경과민, 두통 및 난청입니다."
유돌염,"병력, 신체 검사(이경 사용), 영상 검사으로 진단하며, 귀 배액의 배양을 수행할 수 있습니다."
유돌염,"치료는 항생제의 조기 투여로 이루어지지만, 치료가 어려운 경우도 있어 장기간의 항생제 치료와 더불어 해당 부위의 고름을 적절히 배출하기 위해서 수술이 필요할 수도 있습니다."
유돌염 (소아청소년과),유돌염은 귀 뒤에 있는 머리뼈 중 하나인 유양돌기 뼈에 염증 또는 감염이 생긴 것입니다.
유돌염 (소아청소년과),이 질환은 중이염으로 인해 발생합니다.
유돌염 (소아청소년과),"가장 흔한 증상으로는 귀 뒤의 통증, 발적 또는 부종, 귀통증, 유양돌기 뼈의 부종으로 인한 귓바퀴(귀)의 전방 변위, 발열, 과민성 또는 신경과민, 두통 및 난청 등이 있습니다."
유돌염 (소아청소년과),"진단은 병력 확인, 신체 검진(이경 사용), 영상 검사 및 귀 배액 배양을 통해 이루어집니다."
유돌염 (소아청소년과),"치료는 항생제의 조기 투여로 이루어지지만, 치료가 어려운 경우도 있어 장기간의 항생제 치료와 심지어는 해당 부위의 고름을 빼내기 위한 수술이 필요할 수도 있습니다."
유두 아구창 - 유두 칸디다증,유방 및/또는 유두의 곰팡이 감염입니다.
유두 아구창 - 유두 칸디다증,수유 기간 동안 통증을 느끼는 여성의 약 1/3이 영향을 받습니다.
유두 아구창 - 유두 칸디다증,"일부 유형의 칸디다증은 정상적이고 건강한 구강, 위장관 및 여성 비뇨생식기 미생물 군집의 일부에 속해 있습니다. 따라서 칸디다증이 여성의 다른 신체 부위는 물론 산모와 아기 사이에도 쉽게 전파될 수 있습니다."
유두 아구창 - 유두 칸디다증,일반적으로 양쪽 유방에서 열감이 느껴지는 유두 통증을 유발할 수 있습니다. 유방이 약간 장밋빛을 띠면서 유두 주변에 위성 병변 같은 병변이나 튼살이 생길 수 있습니다. 피부가 윤기가 나면서 며칠 후에는 껍질이 벗겨지기 시작합니다. 이러한 증상은 수유 기간 중 또는 수유 직후에 악화되는 경향이 있습니다.
유두 아구창 - 유두 칸디다증,"칸디다증이 의심되는 경우에는 외상과 짓무름이 칸디다증의 소인이 될 수 있으므로 자세와 유두를 물리는 방식을 포함하여 산모의 수유에 대한 완전한 평가가 이루어져야 합니다. 산모가 최상의 수유를 계속할 수 있도록 돕는 것이 목적이며, 이를 위해 일반적으로 아기에게 인공적으로 추출한 모유를 수유하여 피부에 완전히 흉터가 남도록 합니다."
유두 아구창 - 유두 칸디다증,"국소 항진균제는 1차 치료법 중 하나이지만, 국소 항진균제만으로는 극심한 유방 통증이 완화되지 않는 일부 여성의 경우에는 경구 항진균제가 필요합니다. 프로바이오틱스를 섭취하면 건강한 장내 미생물을 회복하는 데 도움이 될 수 있습니다."
유두갑상선암종,목 앞부분에 위치한 갑상선에서 악성 세포가 자라는 것입니다. 갑상선암의 가장 흔한 유형으로 30~50세 여성에게 주로 발생합니다.
유두갑상선암종,원인은 알려지지 않았지만 유전적 원인과 방사선 노출이 관련되어 있는 것으로 보입니다. 어린이의 경우 방사선 치료와 관련이 있습니다.
유두갑상선암종,별다른 증상 없이 목에 멍울이 만져지는 증상이 나타납니다.
유두갑상선암종,"진단은 목 앞쪽 부위의 검사와 촉진을 통해 임상적으로 이루어집니다. 혈액 검사와 초음파 검사로 진단을 확진하며, 결절이 1cm보다 큰 경우 천자를 통해 검체를 채취합니다."
유두갑상선암종,일반적으로 수술을 통해 치료하며 때로는 방사성 요오드 치료와 함께 이루어지기도 합니다. 비중재적 치료의 경우에는 샘에 방사선 치료를 시행할 수 있습니다.
유두갑상선암종,갑상선 호르몬 대체제는 평생 복용해야 합니다.
유두갑상선암종,대부분의 갑상선 결절은 양성이지만 갑상선에 결절이 만져지면 반드시 전문의의 진단을 받아야 합니다.
유방 섬유선종,섬유선종은 젊은 여성에게서 가장 흔하게 진단되는 유방 종양의 일종입니다.
유방 섬유선종,"양성(비암성) 종양으로, 20~40세의 여성에게서 가장 흔하게 발생하지만 전 연령대에서 발생할 수 있습니다."
유방 섬유선종,섬유선종이 있는 여성의 경우라도 유방암 발병 위험이 크게 증가하지는 않습니다.
유방 섬유선종,"진단은 임상 검사, 영상 검사 및 생검의 조합을 기반으로 이루어집니다."
유방 섬유선종,대다수는 크기가 작고 만져지지 않으며 증상이 없습니다. 증상이 있는 경우 단단하고 통증이 있거나 통증이 없는 뚜렷한 종괴가 나타나는 것이 특징입니다.
유방 섬유선종,"권장하는 진단 검사는 유방촬영술이며, 고령 여성의 경우 초음파를 병행하거나 젊은 여성의 경우 초음파를 단독으로 수행합니다."
유방 섬유선종,대부분의 경우 치료가 필요하지 않습니다. 증상이 매우 눈에 띄는 경우 외과수술로 제거할 수 있습니다. 폐경기에는 크기가 줄어들고 사라지는 경향도 있습니다.
유방 수술 이후의 장액종,"상처가 나면 조직은 통증에 대한 반응으로 염증성 액체를 생성합니다. 일반적으로 림프계는 이러한 액체를 자연적으로 다시 흡수하지만, 과도한 양이 생성되면 축적되어 장액종이 생깁니다."
유방 수술 이후의 장액종,이러한 액체 축적은 유방 수술에서 발생하는 것처럼 상처를 내고 피부 또는 지방 조직을 다루는 모든 유형의 수술 후에 훨씬 더 흔하게 발생합니다.일반적으로 수술 후 7~10일 사이에 생기며 이러한 피부 반점은 봉합 부위 주변에 생겨 만지면 움직이고 유방 통증과 발적과 함께 장액종의 크기가 커질 수 있습니다.
유방 수술 이후의 장액종,장액종의 크기가 작은 경우에는 약 한 달 안에 피부에 자연적으로 다시 흡수될 수 있습니다. 그러나 특정 치료가 필요한 경우가 있습니다.
유방 수술 이후의 장액종,국소적인 물리적 조치: 해당 부위를 만지지 말고 가슴에 완전히 밀착되는 스포츠 브라를 착용하세요.
유방 수술 이후의 혈종,유방 수술을 받은 부위의 피부 아래에 혈액이 축적되는 것입니다.
유방 수술 이후의 혈종,"유방 조직은 혈관이 많이 분포되어 있습니다. 유방 수술(유방 절제술, 종양 절제술 등) 중에는 출혈을 방지하기 위해 모든 혈관을 조심스럽게 응고시켜야 합니다. 이러한 조치를 취했음에도 불구하고 수술 후 첫 몇 시간 동안 일부 혈관에서 출혈이 발생하면 혈종이 생길 수 있습니다.일반적으로 봉합 부위의 통증, 염증, 흉터 근처의 피부 색상 변화와 같은 증상이 나타납니다. 드물지만 감염되어 발열을 일으킬 수 있습니다."
유방 수술 이후의 혈종,진단은 병력 확인과 환부 진찰을 통해 이루어집니다.
유방 수술 이후의 혈종,"치료는 국소 치료, 관찰 및 일반적인 진통제를 사용한 통증 조절을 기반으로 합니다. 일반적으로 혈액은 며칠이 지나면 자연적으로 다시 흡수됩니다. 혈종이 크거나 통증이 조절되지 않거나 출혈이 의심되는 경우에는 혈종을 제거하고 혈전을 배출하기 위해 또 다른 수술이 필요할 수 있습니다."
유방낭종,유방 낭종은 일반적으로 양성인 액체로 가득 찬 둥글거나 타원 모양의 덩어리입니다. 모든 연령층에서 나타날 수 있지만 40~50대에게 더 자주 발생합니다.
유방낭종,"유방 낭종은 하나의 덩어리 또는 여러 개의 덩어리로 생길 수 있으며 손으로 만져지고 통증과 함께 불편한 느낌이 듭니다. 유방 낭종은 크기, 개수, 증상의 정도가 다양할 수 있습니다."
유방낭종,신체 검진과 유방 초음파 검사를 통해 진단할 수 있습니다.
유방암 - 유방 신생물,유방 관 또는 엽 세포에서 악성 종양이 제어할 수 없을 정도로 증식하는 것을 말합니다.
유방암 - 유방 신생물,"위험 요인으로는 나이, 유전, 호르몬, 인종 요인, 비만, 지방 섭취, 흉부 방사선 치료 등이 있습니다."
